TERM,SUBJECT,"CATALOG NBR","CLASS SECTION","COURSE DESCR","INSTR LAST NAME","INSTR FIRST NAME",A,B,C,D,F,"TOTAL DROPPED","AVG GPA"
"Fall 2016",ACCT,4105,1,"PPA Colloquium 1",Newman,"Michael Ray",,,,,,,
"Fall 2016",ACCT,4106,1,"PPA Colloquium 2",Newman,"Michael Ray",,,,,,,
"Fall 2016",ACCT,4107,1,"Oil and Gas Acct Colloquium",Newman,"Michael Ray",,,,,,,
"Fall 2016",ACCT,7105,1,"MS/Accountancy Colloquium",Newman,"Michael Ray",,,,,,,
"Fall 2016",ACCT,7396,1,"Accounting Internship",Newman,"Michael Ray",,,,,,,
"Fall 2016",ACCT,8699,3,"Doctoral Dissertation",Lu,Tong,,,,,,,
"Fall 2016",ACCT,8999,2,"Doctoral Dissertation",Lobo,Gerald,,,,,,,
"Fall 2016",ACCT,8999,4,"Doctoral Dissertation",Lu,Tong,,,,,,,
"Fall 2016",ACCT,8999,7,"Doctoral Dissertation",Newberry,"Kaye J",,,,,,,
"Fall 2016",ACCT,8999,8,"Doctoral Dissertation",Muslu,Volkan,,,,,,,
"Fall 2016",ANTH,4393,2,"Research Practicum",Hutchinson,"Janice Faye",,,,,,,
"Fall 2016",ANTH,6399,3,"Masters Thesis",Gordon,"Andrew J",,,,,,,
"Fall 2016",ANTH,6399,4,"Masters Thesis",Brown,"Kenneth L",,,,,,,
"Fall 2016",ANTH,6399,6,"Masters Thesis",Storey,Rebecca,,,,,,,
"Fall 2016",ANTH,7399,2,"Masters Thesis",Storey,Rebecca,,,,,,,
"Fall 2016",ANTH,7399,4,"Masters Thesis",Widmer,"Randolph J",,,,,,,
"Fall 2016",ANTH,7399,6,"Masters Thesis",Gordon,"Andrew J",,,,,,,
"Fall 2016",ANTH,7399,7,"Masters Thesis",Rasmussen,"Susan J",,,,,,,
"Fall 2016",ARCH,6354,2,"The Culture of Architecture",Froehlich,Dietmar,,,,,,,
"Fall 2016",ARCH,7600,3,"Architecture Design Studio V",Froehlich,Dietmar,,,,,,,
"Fall 2016",BCHS,4398,1,"Independent Study",Gao,Xiaolian,,,,,,,
"Fall 2016",BCHS,6113,1,"Graduate Biochemistry Seminar",Fox,"Robert O",,,,,,,
"Fall 2016",BCHS,6198,6,"Special Problems",Widger,"William R",,,,,,,
"Fall 2016",BCHS,6198,12,"Special Problems",Gunaratne,"Preethi H",,,,,,,
"Fall 2016",BCHS,6298,10,"Special Problems",Widger,"William R",,,,,,,
"Fall 2016",BCHS,6298,20,"Special Problems",Yeo,Hye-Jeong,,,,,,,
"Fall 2016",BCHS,6298,22,"Special Problems",Schwartz,"Robert J",,,,,,,
"Fall 2016",BCHS,6398,6,"Special Problems",Widger,"William R",,,,,,,
"Fall 2016",BCHS,6398,16,"Special Problems",Gunaratne,"Preethi H",,,,,,,
"Fall 2016",BCHS,6398,19,"Special Problems",Sen,Mehmet,,,,,,,
"Fall 2016",BCHS,6498,12,"Special Problems",Widger,"William R",,,,,,,
"Fall 2016",BCHS,6498,20,"Special Problems",Schwartz,"Robert J",,,,,,,
"Fall 2016",BCHS,6498,21,"Special Problems",Weihua,Zhang,,,,,,,
"Fall 2016",BCHS,6498,3,"Special Problems",Wang,Yuhong,,,,,,,
"Fall 2016",BCHS,8198,7,"Doctoral Research",Fujita,Masaya,,,,,,,
"Fall 2016",BCHS,8198,12,"Doctoral Research",Gustafsson,Jan-Ake,,,,,,,
"Fall 2016",BCHS,8298,7,"Doctoral Research",Willson,Richard,,,,,,,
"Fall 2016",BCHS,8298,10,"Doctoral Research",Briggs,"James M",,,,,,,
"Fall 2016",BCHS,8298,21,"Doctoral Research",Wang,Yuhong,,,,,,,
"Fall 2016",BCHS,8298,22,"Doctoral Research",Bark,Steven,,,,,,,
"Fall 2016",BCHS,8298,24,"Doctoral Research",Liu,Yu,,,,,,,
"Fall 2016",BCHS,8298,5,"Doctoral Research",Gunaratne,"Preethi H",,,,,,,
"Fall 2016",BCHS,8298,8,"Doctoral Research",Gao,Xiaolian,,,,,,,
"Fall 2016",BCHS,8398,20,"Doctoral Research",Weihua,Zhang,,,,,,,
"Fall 2016",BCHS,8398,21,"Doctoral Research",Fox,"Robert O",,,,,,,
"Fall 2016",BCHS,8398,23,"Doctoral Research",Gao,Xiaolian,,,,,,,
"Fall 2016",BCHS,8399,8,"Doctoral Dissertation",Fox,"George Edward",,,,,,,
"Fall 2016",BCHS,8399,17,"Doctoral Dissertation",Gunaratne,"Preethi H",,,,,,,
"Fall 2016",BCHS,8498,17,"Doctoral Research",Bark,Steven,,,,,,,
"Fall 2016",BCHS,8498,19,"Doctoral Research",Liu,Yu,,,,,,,
"Fall 2016",BCHS,8598,13,"Doctoral Research",Briggs,"James M",,,,,,,
"Fall 2016",BCHS,8598,15,"Doctoral Research",Gustafsson,Jan-Ake,,,,,,,
"Fall 2016",BCHS,8598,16,"Doctoral Research",Weihua,Zhang,,,,,,,
"Fall 2016",BCHS,8698,4,"Doctoral Research",Fujita,Masaya,,,,,,,
"Fall 2016",BCHS,8698,5,"Doctoral Research",Briggs,"James M",,,,,,,
"Fall 2016",BCHS,8698,14,"Doctoral Research",Willson,Richard,,,,,,,
"Fall 2016",BCHS,8698,2,"Doctoral Research",Wang,Yuhong,,,,,,,
"Fall 2016",BCHS,8698,21,"Doctoral Research",Fox,"Robert O",,,,,,,
"Fall 2016",BCHS,8698,22,"Doctoral Research",Bark,Steven,,,,,,,
"Fall 2016",BCHS,8698,7,"Doctoral Research",Gunaratne,"Preethi H",,,,,,,
"Fall 2016",BCHS,8698,8,"Doctoral Research",Gao,Xiaolian,,,,,,,
"Fall 2016",BCHS,8998,18,"Doctoral Research",Fujita,Masaya,,,,,,,
"Fall 2016",BCHS,8999,2,"Doctoral Dissertation",Willson,Richard,,,,,,,
"Fall 2016",BIOE,6111,1,"Grad Bioengineering Seminar","Akay PhD",Metin,,,,,,,
"Fall 2016",BIOE,6198,1,Research,"Akay PhD",Metin,,,,,,,
"Fall 2016",BIOE,6198,11,Research,Mohan,Chandra,,,,,,,
"Fall 2016",BIOE,6198,12,Research,Omurtag,Ahmet,,,,,,,
"Fall 2016",BIOE,6298,1,Research,"Akay PhD",Metin,,,,,,,
"Fall 2016",BIOE,6398,12,Research,Ince,"Nuri Firat",,,,,,,
"Fall 2016",BIOE,6398,18,Research,Francis,"Joseph Thachil",,,,,,,
"Fall 2016",BIOE,6598,10,Research,Ince,"Nuri Firat",,,,,,,
"Fall 2016",BIOE,7399,1,"Masters Thesis","Akay PhD",Metin,,,,,,,
"Fall 2016",BIOE,8198,2,"Doctoral Research",Larin,Kirill,,,,,,,
"Fall 2016",BIOE,8198,10,"Doctoral Research",Mohan,Chandra,,,,,,,
"Fall 2016",BIOE,8198,11,"Doctoral Research",Shevkoplyas,Sergey,,,,,,,
"Fall 2016",BIOE,8298,1,"Doctoral Research","Akay PhD",Metin,,,,,,,
"Fall 2016",BIOE,8298,2,"Doctoral Research",Larin,Kirill,,,,,,,
"Fall 2016",BIOE,8298,4,"Doctoral Research",Ince,"Nuri Firat",,,,,,,
"Fall 2016",BIOE,8298,5,"Doctoral Research",Zhang,Yingchun,,,,,,,
"Fall 2016",BIOE,8298,8,"Doctoral Research",Gifford,Howard,,,,,,,
"Fall 2016",BIOE,8298,9,"Doctoral Research",May,"Elebeoba E",,,,,,,
"Fall 2016",BIOE,8298,10,"Doctoral Research",Mohan,Chandra,,,,,,,
"Fall 2016",BIOE,8298,11,"Doctoral Research",Omurtag,Ahmet,,,,,,,
"Fall 2016",BIOE,8298,12,"Doctoral Research",Shevkoplyas,Sergey,,,,,,,
"Fall 2016",BIOE,8298,14,"Doctoral Research",Das,Mini,,,,,,,
"Fall 2016",BIOE,8298,15,"Doctoral Research",Kakadiaris,"Ioannis A.",,,,,,,
"Fall 2016",BIOE,8298,17,"Doctoral Research",Merchant,"Fatima Aziz",,,,,,,
"Fall 2016",BIOE,8298,18,"Doctoral Research",Abidian,"Mohammad Reza",,,,,,,
"Fall 2016",BIOE,8298,20,"Doctoral Research",Francis,"Joseph Thachil",,,,,,,
"Fall 2016",BIOE,8298,22,"Doctoral Research",Naash,Muna,,,,,,,
"Fall 2016",BIOE,8298,23,"Doctoral Research",Porter,Jason,,,,,,,
"Fall 2016",BIOE,8398,1,"Doctoral Research","Akay PhD",Metin,,,,,,,
"Fall 2016",BIOE,8398,2,"Doctoral Research",Larin,Kirill,,,,,,,
"Fall 2016",BIOE,8398,7,"Doctoral Research",Gifford,Howard,,,,,,,
"Fall 2016",BIOE,8398,10,"Doctoral Research",Mohan,Chandra,,,,,,,
"Fall 2016",BIOE,8398,13,"Doctoral Research",Zhang,Yingchun,,,,,,,
"Fall 2016",BIOE,8398,19,"Doctoral Research",Naash,Muna,,,,,,,
"Fall 2016",BIOE,8399,2,"Doctoral Dissertation",Larin,Kirill,,,,,,,
"Fall 2016",BIOE,8598,2,"Doctoral Research",Larin,Kirill,,,,,,,
"Fall 2016",BIOE,8598,6,"Doctoral Research",Gifford,Howard,,,,,,,
"Fall 2016",BIOE,8598,9,"Doctoral Research",May,"Elebeoba E",,,,,,,
"Fall 2016",BIOE,8598,12,"Doctoral Research",Wu,Tianfu,,,,,,,
"Fall 2016",BIOE,8598,13,"Doctoral Research",Zhang,Yingchun,,,,,,,
"Fall 2016",BIOE,8598,17,"Doctoral Research",Willson,Richard,,,,,,,
"Fall 2016",BIOE,8598,18,"Doctoral Research",Abidian,"Mohammad Reza",,,,,,,
"Fall 2016",BIOE,8598,21,"Doctoral Research",Majd,Sheereen,,,,,,,
"Fall 2016",BIOE,8598,22,"Doctoral Research",Naash,Muna,,,,,,,
